WORD                           | IPA
саркастично-язвителен          | sarkˈastit͡ʃnˈojˈazvitˈelen
север-североизток              | sevˈerseverˈoistˈok
север-североизточен            | sevˈerseverˈoistˈot͡ʃen
северозапад-запад              | severˈozɐpˈadzɐpˈat
северозапад-север              | severˈozɐpˈat͡sevˈer
сега-засега                    | sˈeɡɐzasˈeɡɐ
сегиз-тогиз                    | sˈeɡizˈɤtˈoɡizˈɤ
седем-осемгодишен              | sedˈemosemɡˈodiʃˈen
сивкаво-жълтеникав             | sifkˈavoʒɤɫtˈenikˈaf
сивкаво-синкав                 | sifkˈavosinkˈaf
сивкаво-червеникав             | sifkˈavot͡ʃervˈenikˈaf
сиво-бежов                     | sˈivobˈeʒˈof
сиво-бял                       | sˈivobjˈalˈɤ
сиво-виолетов                  | sˈivoviˈoletˈof
сиво-жълт                      | sˈivoʒˈɤlɤtˈɤ
сиво-жълтеникав                | sˈivoʒɤɫtˈenikˈaf
сиво-зелен                     | sˈivozˈelenˈɤ
сиво-зеленикав                 | sˈivozelˈenikˈaf
сиво-кафеникав                 | sˈivokɐfenˈikɐf
сиво-кафяв                     | sˈivokˈafjɐvˈɤ
сиво-кестеняв                  | sˈivokestˈeɲɐvˈɤ
сиво-лилав                     | sˈivolˈiɫɐvˈɤ
сиво-розов                     | sˈivorˈozˈof
сиво-син                       | sˈivosˈin
сиво-синкав                    | sˈivosinkˈaf
сиво-червен                    | sˈivot͡ʃˈervenˈɤ
сиво-черен                     | sˈivot͡ʃerˈen
сигнално-охранителен           | sˈiɡnɐɫnˈooxrˈanitˈelen
синкаво-жълт                   | sinkˈavoʒˈɤlɤtˈɤ
синьо-бежов                    | sˈiɲobˈeʒˈof
синьо-бял                      | sˈiɲobjˈalˈɤ
синьо-виолетов                 | sˈiɲoviˈoletˈof
синьо-жълт                     | sˈiɲoʒˈɤlɤtˈɤ
синьо-зелен                    | sˈiɲozˈelenˈɤ
синьо-зеленикав                | sˈiɲozelˈenikˈaf
синьо-златен                   | sˈiɲozɫˈatˈen
синьо-златист                  | sˈiɲozɫˈatistotˈinki
синьо-кремав                   | sˈiɲokrˈemˈaf
синьо-лилав                    | sˈiɲolˈiɫɐvˈɤ
синьо-оранжев                  | sˈiɲoˈorɐnʒˈef
синьо-розов                    | sˈiɲorˈozˈof
синьо-сив                      | sˈiɲosˈif
синьо-сивкав                   | sˈiɲosifkˈaf
синьо-сребрист                 | sˈiɲosrˈebristotˈinki
синьо-сребърен                 | sˈiɲosrˈebˈɤren
синьо-червен                   | sˈiɲot͡ʃˈervenˈɤ
синьо-черен                    | sˈiɲot͡ʃerˈen
ски-спорт                      | skˈispˈorɤtˈɤ
славяно-византийски            | sɫavjˈanovizˈantijskˈi
сладко-горчив                  | sɫˈatkˈoɡˈort͡ʃivˈɤ
сладко-кисел                   | sɫˈatkˈokˈisˈeɫ
сладко-тръпчив                 | sɫˈatkˈotrˈɤpt͡ʃivˈɤ
сладникаво-кисел               | sɫˈadnikˈavokˈisˈeɫ
сладникаво-сантиментален       | sɫˈadnikˈavosɐntimˈentɐlˈen
следствено-оперативен          | slˈedˈɤstvˈenooperˈativˈen
словесно-мисловен              | sɫˈovesnˈomˈisɫovˈen
слънчево-земен                 | sɫˈɤnt͡ʃˈevozˈemˈen
сляпо-глух                     | slˈapoɡɫˈux
смешно-тъжен                   | smeʃnˈotˈɤʒˈen
солено-горчив                  | sˈolenoɡˈort͡ʃivˈɤ
солено-кисел                   | sˈolenˈokisˈeɫ
солено-сладък                  | sˈolenˈosɫɐdˈɤk
солно-пясъчен                  | sˈoɫnˈopjˈasˈɤt͡ʃen
софийско-пловдивски            | sˈofijskˈopɫovdˈifski
социално-битов                 | sot͡sˈiɐɫnˈobˈitˈof
социално-демографски           | sot͡sˈiɐɫnˈodemˈoɡrɐfskˈi
социално-икономически          | sot͡sˈiɐɫnˈoikonˈomit͡ʃˈeski
социално-консервативен         | sot͡sˈiɐɫnˈokonservˈativˈen
социално-медицински            | sot͡sˈiɐɫnˈomedˈit͡sinskˈi
социално-политически           | sot͡sˈiɐɫnˈopolˈitit͡ʃˈeski
социално-психологически        | sot͡sˈiɐɫnˈopsixoɫˈoɡit͡ʃˈeski
спаринг-партньор               | spˈarinkpˈartɲorˈɤ
спаринг-партньорче             | spˈarinkpartɲˈort͡ʃe
спасително-координационен      | spˈasitˈeɫnokoordinat͡sˈionˈen
спорт-тото                     | spˈorɤtˈɤtˈotˈo
спортно-елегантен              | spˈortnˈoelˈeɡɐntˈen
спортно-оздравителен           | spˈortnˈoozdrˈavitˈelen
спортно-технически             | spˈortnˈotˈexnit͡ʃˈeski
спортно-туристически           | spˈortnˈoturˈistit͡ʃˈeski
справочно-информационен        | sprˈavot͡ʃnˈoinformat͡sˈionˈen
сравнително-исторически        | srˈavnitˈeɫnoistˈorit͡ʃˈeski
сребърно-златен                | srˈebˈɤrnozɫˈatˈen
сръбско-албански               | srˈɤpskˈoˈaɫbɐnskˈi
сръбско-български              | srˈɤpskˈobɤɫɡˈarski
сръбско-турски                 | srˈɤpskˈotˈurskˈi
сръбско-хърватски              | srˈɤpskˈoxˈɤrvɐt͡skˈi
сръбско-черногорски            | srˈɤpskˈot͡ʃernoɡˈorski
стажант-адвокат                | stˈaʒɐnɤtˈɤadvˈokɐtˈɤ
стажант-адвокатче              | stˈaʒɐnɤtˈɤɐdvokˈatt͡ʃe
стажант-актриса                | stˈaʒɐnɤtˈɤˈaktrisɐ
стажант-асистент               | stˈaʒɐnɤtˈɤasˈistenɤtˈɤ
стажант-асистентче             | stˈaʒɐnɤtˈɤɐsistˈentt͡ʃe
стажант-аташе                  | stˈaʒɐnɤtˈɤatˈaʃe
стажант-лекар                  | stˈaʒɐnɤtˈɤlˈekˈar
стажант-съдия                  | stˈaʒɐnɤtˈɤsɤdˈijɐ
стажант-юрист                  | stˈaʒɐnɤtˈɤjurˈist
стажант-юристче                | stˈaʒɐnɤtˈɤjurˈistt͡ʃe
старт-финал                    | stˈartfˈinɐlˈɤ
старт-финален                  | stˈartfˈinɐlˈen
старт-финалче                  | stˈartfinˈaɫt͡ʃe
старшина-школник               | starʃˈinaʃkˈoɫnˈik
стоково-паричен                | stˈokˈovopˈarit͡ʃˈen
стоманено-стъклен              | stˈomɐnˈenostˈɤklˈen
стомашно-чревен                | stˈomɐʃnˈot͡ʃrˈevˈen
строително-монтажен            | strˈoitˈeɫnomˈontɐʒˈen
строително-ремонтен            | strˈoitˈeɫnorˈemontˈen
струнно-лъков                  | strˈunnˈoɫˈɤkˈof
студентско-ученически          | stˈudenˈɤt͡skˈout͡ʃˈenit͡ʃˈeski
су-джок                        | sˈud͡ʒˈok
сулфатно-натриев               | suɫfˈatnonɐtrˈief
сухожилно-мускулен             | suxoʒˈiɫnomuskˈulen
съботно-неделен                | sˈɤbˈotnonˈedelˈen
съветско-американски           | sˈɤvet͡skˈoɐmerˈikɐnskˈi
съветско-афганистански         | sˈɤvet͡skˈoɐvɡɐnistˈanski
съветско-германски             | sˈɤvet͡skˈoɡˈermɐnskˈi
съветско-полски                | sˈɤvet͡skˈopoɫskˈi
съветско-финландски            | sˈɤvet͡skˈofˈinɫɐnˈɤt͡skˈi
съдебно-счетоводен             | sˈɤdebnˈost͡ʃetˈovodˈen
съдия-докладчик                | sɤdˈijadˈokɫɐtt͡ʃˈik
съдия-изпълнител               | sɤdˈijɐispˈɤɫnitˈeɫ
съдия-изпълнителка             | sɤdˈijɐispɤɫnitˈeɫkɐ
съдия-следовател               | sɤdˈijɐsledˈovɐtˈeɫ
сърдечно-емоционален           | sˈɤrdet͡ʃnˈoemot͡siˈonɐlˈen
сърдечно-съдов                 | sˈɤrdet͡ʃnˈosˈɤdof
таекуон-до                     | tɐekˈuondo
тай-бо                         | tˈajbˈo
тактико-строеви                | taktˈikostroˈevi
тактико-технически             | taktˈikotˈexnit͡ʃˈeski
танково-гренадирски            | tˈankˈovoɡrenadˈirski
тахан-халва                    | tˈaxɐnˈɤxˈaɫvɐ
телеграфо-пощенка              | teleɡrˈafopoʃt͡ʃˈenkɐ
териториално-административен   | teritorˈiɐɫnˈoɐdministrˈativˈen
териториално-селищен           | teritorˈiɐɫnˈoselˈiʃt͡ʃen
тест-лентичка                  | tˈestlentˈit͡ʃkɐ
технико-икономически           | tˈexnikˈoikonˈomit͡ʃˈeski
тик-так                        | tˈiktˈak
тинтири-минтири                | tintˈirimintˈiri
тир-карнета                    | tˈirkarnˈetɐ
товарително-разтоварителен     | tovɐritˈeɫnorɐstovarˈitelen
товаро-пътнически              | tovˈaropˈɤtnit͡ʃˈeski
товаро-разтоварач              | tovˈarorɐstovˈarɐt͡ʃˈɤ
товаро-разтоварен              | tovˈarorastˈovɐrˈen
току-речи                      | tokˈurˈet͡ʃi
току-така                      | tokˈutˈakɐ
току-тъй                       | tokˈutˈɤi
току-що                        | tokˈuʃt͡ʃˈo
току-що                        | toˈku-ʃˈtɔ
току-що                        | ˈtuku-ʃˈtɔ
трагично-романтичен            | trˈaɡit͡ʃnˈoromˈantit͡ʃˈen
транспортно-десантен           | trˈansportnˈodˈesɐntˈen
трапезно-кахърен               | trapˈeznokˈaxɤrˈen
тренажор-симулатор             | trenˈaʒorˈɤsimuɫˈator
три-четиригодишен              | trˈit͡ʃetiriɡˈodiʃˈen
трима-четирима                 | trˈimɐt͡ʃetˈirimɐ
тринадесет-четиринадесетгодишен | trˈinɐdˈesett͡ʃetirˈinɐdesedɡˈodiʃˈen
трип-хоп                       | trˈipxˈop
трудово-изправителен           | trˈudˈovoisprˈavitˈelen
тръпчиво-сладък                | trˈɤpt͡ʃivˈosɫˈadˈɤk
ту-154                         | tˈustˈopeddesˈetit͡ʃˈetiri
ту-ту                          | tˈutˈu
тумба-лумба                    | tˈumbˈaɫˈumbˈa
тупур-тупур                    | tˈupurˈɤtˈupurˈɤ
турско-американски             | tˈurskˈoɐmerˈikɐnskˈi
турско-арабски                 | tˈurskˈoˈarɐpskˈi
турско-български               | tˈurskˈobɤɫɡˈarski
турско-иракски                 | tˈurskˈoˈirɐkskˈi
турско-италиански              | tˈurskˈoitalˈiɐnskˈi
турско-румънски                | tˈurskˈorˈumɤnskˈi
тухлено-каменен                | tˈuxlˈenokˈamˈenen
тц-тц                          | tɤt͡sˈɤtɤt͡sˈɤ
тъжно-смешен                   | tˈɤʒnˈosmeʃˈen
тъмносиньо-зелен               | tˈɤmnˈosiɲˈozˈelenˈɤ
търговско-банков               | tˈɤrɡofskˈobˈankˈof
търговско-икономически         | tˈɤrɡofskˈoikonˈomit͡ʃˈeski
търговско-индустриален         | tˈɤrɡofskˈoindustrˈiɐlˈen
търговско-промишлен            | tˈɤrɡofskˈoprˈomiʃlˈen
търговско-развлекателен        | tˈɤrɡofskˈorazvlˈekɐtˈelen
търговско-сервизен             | tˈɤrɡofskˈosˈervizˈen
търговско-стопански            | tˈɤrɡofskˈostˈopɐnskˈi
търговско-финансов             | tˈɤrɡofskˈofˈinɐnsˈof
тъч-рефер                      | tˈɤt͡ʃˈɤrˈefˈer
тюркско-монголски              | tjˈurˈɤkskˈomˈonɡoɫskˈi
угро-фински                    | ˈuɡrofˈinski
уелско-американски             | ˈueɫskˈoɐmerˈikɐnskˈi
украино-румънски               | ukraˈinorˈumɤnskˈi
украинско-румънски             | ukrˈainskˈorˈumɤnskˈi
уоки-токи                      | uˈokitˈoki
уругвайско-американски         | uruɡvˈajskoɐmerˈikɐnskˈi
учебно-възпитателен            | ˈut͡ʃebnˈovɤspˈitɐtˈelen
учебно-научен                  | ˈut͡ʃebnˈonˈaut͡ʃˈen
учебно-опитен                  | ˈut͡ʃebnˈoˈopˈiten
учебно-производствен           | ˈut͡ʃebnˈoproˈizvodˈɤstvˈen
учебно-спортен                 | ˈut͡ʃebnˈospˈortˈen
учебно-тренировъчен            | ˈut͡ʃebnˈotrenˈirovˈɤt͡ʃen
фабрично-заводски              | fˈabrit͡ʃnˈozˈavot͡skˈi
физико-математически           | fizˈikomɐtematˈit͡ʃeski
физико-технически              | fizˈikotˈexnit͡ʃˈeski
философско-исторически         | fiɫˈosofskˈoistˈorit͡ʃˈeski
философско-психологически      | fiɫˈosofskˈopsixoɫˈoɡit͡ʃˈeski
финансово-брокерски            | fˈinɐnsˈovobrokˈerski
финансово-икономически         | fˈinɐnsˈovoikonˈomit͡ʃˈeski
финансово-индустриален         | fˈinɐnsˈovoindustrˈiɐlˈen
финансово-кредитен             | fˈinɐnsˈovokrˈedˈiten
финансово-политически          | fˈinɐnsˈovopolˈitit͡ʃˈeski
финансово-промишлен            | fˈinɐnsˈovoprˈomiʃlˈen
финансово-социален             | fˈinɐnsˈovosot͡sˈiɐlˈen
финансово-стопански            | fˈinɐnsˈovostˈopɐnskˈi
финансово-счетоводен           | fˈinɐnsˈovost͡ʃetˈovodˈen
финландско-съветски            | fˈinɫɐnˈɤt͡skˈosˈɤvet͡skˈi
фифти-фифти                    | fˈiftˈifˈiftˈi
форс-мажор                     | fˈorsmˈaʒorˈɤ
фотограф-художник              | fotˈoɡrɐfˈɤxˈudoʒnˈik
френско-алжирски               | frˈenskˈoˈaɫʒirskˈi
френско-американски            | frˈenskˈoɐmerˈikɐnskˈi
френско-белгийски              | frˈenskˈobˈeɫɡijskˈi
френско-британски              | frˈenskˈobrˈitɐnskˈi
френско-български              | frˈenskˈobɤɫɡˈarski
френско-германски              | frˈenskˈoɡˈermɐnskˈi
френско-ирландски              | frˈenskˈoˈirɫɐnˈɤt͡skˈi
френско-испански               | frˈenskˈoˈispɐnskˈi
френско-италиански             | frˈenskˈoitalˈiɐnskˈi
френско-канадски               | frˈenskˈokˈanɐt͡skˈi
френско-марокански             | frˈenskˈomarˈokɐnskˈi
френско-немски                 | frˈenskˈonemskˈi
френско-пруски                 | frˈenskˈoprˈuskˈi
френско-руски                  | frˈenskˈorˈuskˈi
френско-швейцарски             | frˈenskˈoʃvˈejt͡sɐrskˈi
функционално-организационен    | funkt͡siˈonɐɫnˈoorɡɐnizat͡sˈionˈen
хай-тек                        | xˈajtˈek
хигиенно-епидемиологичен       | çiɡiˈennoepidemioɫoɡˈit͡ʃen
хигиенно-санитарен             | çiɡiˈennosanˈitɐrˈen
химико-бактериологически       | çimˈikobɐkterioɫoɡˈit͡ʃeski
химико-фармацевтичен           | çimˈikofɐrmat͡sˈeftit͡ʃˈen
хип-хоп                        | çˈipxˈop
хип-хопър                      | çˈipxˈopɤr
хип-хопърче                    | çˈipxopˈɤrt͡ʃe
хипопион-кератит               | çipopˈionkerˈatitˈɤ
хо-хо                          | xˈoxˈo
холандско-гръцки               | xˈoɫɐnˈɤt͡skˈoɡrˈɤt͡skˈi
холандско-немски               | xˈoɫɐnˈɤt͡skˈonemskˈi
холандско-шведски              | xˈoɫɐnˈɤt͡skˈoʃvˈet͡skˈi
хотел-ресторант                | xˈotelˈɤrestˈorɐnɤtˈɤ
хотел-ресторантче              | xˈotelˈɤrestorˈantt͡ʃe
хранително-вкусов              | xrˈanitˈeɫnofkˈusˈof
целулозно-хартиен              | t͡seɫˈuɫoznˈoxˈartiˈen
център-нападател               | t͡sˈentˈɤrnapˈadɐtˈeɫ
церебро-спинален               | t͡serˈebrospˈinɐlˈen
цигу-мигу                      | t͡sˈiɡˈumiɡˈu
цуни-гуни                      | t͡sˈuniɡˈuni
църковно-народен               | t͡sˈɤrkovnˈonˈarodˈen
ча-ча                          | t͡ʃˈat͡ʃˈa
чакрък-кефлия                  | t͡ʃˈakrɤkˈɤkˈeflijˈa
чат-пат                        | t͡ʃˈatˈɤpˈatˈɤ
ченгеджийско-мафиотски         | t͡ʃenɡed͡ʒˈijskomɐfiˈot͡ski
червено-бял                    | t͡ʃˈervenˈobjɐlˈɤ
червено-виолетов               | t͡ʃˈervenoviˈoletˈof
червено-жълт                   | t͡ʃˈervenˈoʒɤlɤtˈɤ
червено-зелен                  | t͡ʃˈervenozˈelenˈɤ
червено-златен                 | t͡ʃˈervenˈozɫɐtˈen
червено-златист                | t͡ʃˈervenozɫˈatistotˈinki
червено-кафеникав              | t͡ʃˈervenokɐfenˈikɐf
червено-кафяв                  | t͡ʃˈervenokˈafjɐvˈɤ
червено-лилав                  | t͡ʃˈervenolˈiɫɐvˈɤ
червено-оранжев                | t͡ʃˈervenoˈorɐnʒˈef
червено-розов                  | t͡ʃˈervenˈorozˈof
червено-сив                    | t͡ʃˈervenosˈif
червено-син                    | t͡ʃˈervenˈosin
червено-черен                  | t͡ʃˈervenˈot͡ʃerˈen
черепно-мозъчен                | t͡ʃerˈepnomˈozˈɤt͡ʃen
черно-бял                      | t͡ʃernˈobjˈalˈɤ
черно-виолетов                 | t͡ʃernˈoviˈoletˈof
черно-жълт                     | t͡ʃernˈoʒˈɤlɤtˈɤ
черно-зелен                    | t͡ʃernˈozˈelenˈɤ
черно-златист                  | t͡ʃernˈozɫˈatistotˈinki
черно-кафяв                    | t͡ʃernˈokˈafjɐvˈɤ
черно-сив                      | t͡ʃernˈosˈif
черно-син                      | t͡ʃernˈosˈin
черно-червен                   | t͡ʃernˈot͡ʃˈervenˈɤ
черно-шарен                    | t͡ʃernˈoʃˈarˈen
четири-петгодишен              | t͡ʃetˈiripedɡˈodiʃˈen
четиридесет-петдесетгодишен    | t͡ʃetˈiridˈesetpeddˈesedɡˈodiʃˈen
четиринадесет-петнадесетгодишен | t͡ʃetirˈinɐdˈesetpˈetnɐdesedɡˈodiʃˈen
четиринайсет-петнайсетгодишен  | t͡ʃetirinˈajsetpetnɐjsedɡodˈiʃen
чехословашко-австрийски        | t͡ʃexosɫovˈaʃkoˈafstrijskˈi
чешко-австрийски               | t͡ʃeʃkˈoˈafstrijskˈi
чешко-български                | t͡ʃeʃkˈobɤɫɡˈarski
чжуд-ши                        | d͡ʒʒˈut͡ʃˈi
чий-годе                       | t͡ʃˈijɡˈodˈe
чик-чирик                      | t͡ʃik-t͡ʃiˈrik
чик-чирик                      | t͡ʃˈikt͡ʃˈirikˈɤ
член-кооператор                | t͡ʃlˈenkoopˈerɐtˈor
член-кооператорче              | t͡ʃlˈenkooperatˈort͡ʃe
член-кореспондент              | t͡ʃlɛn-korɛsponˈdɛnt
член-кореспондент              | t͡ʃlˈenkorespˈondenɤtˈɤ
член-кореспондентче            | t͡ʃlˈenkorespondˈentt͡ʃe
член-учредител                 | t͡ʃlˈenut͡ʃrˈeditˈeɫ
шведско-американски            | ʃvˈet͡skˈoɐmerˈikɐnskˈi
шведско-японски                | ʃvˈet͡skˈojˈaponskˈi
шеговито-ироничен              | ʃeɡˈovitˈoirˈonit͡ʃˈen
шест-седемгодишен              | ʃˈestotˈinkisedemɡˈodiʃˈen
шестнадесет-седемнадесетгодишен | ʃˈestnɐdˈeset͡sedemnɐdesedɡodˈiʃen
шеф-надзорник                  | ʃˈefnˈadʑornˈik
шеф-приватизатор               | ʃˈefprivɐtizˈator
шеф-приватизаторче             | ʃˈefprivɐtizatˈort͡ʃe
шоколадово-карамелен           | ʃokoɫadˈovokarˈamelˈen
шотландско-ирландски           | ʃˈotɫɐnˈɤt͡skˈoˈirɫɐnˈɤt͡skˈi
що-годе                        | ʃt͡ʃˈoɡˈode
щяло-нещяло                    | ʃt͡ʃjˈaɫˈonˈeʃt͡ʃjɐɫˈo
юг-югозапад                    | jˈuɡjuɡozˈapɐt
юг-югоизток                    | jˈuɡjuɡoistˈok
югозапад-запад                 | juɡozˈapɐdzɐpˈat
югославско-македонски          | juɡosɫˈafskomakˈedonskˈi
юдейско-християнски            | judˈejskoxristˈijɐnskˈi
юдео-християнски               | judˈeoxristˈijɐnskˈi
ягодово-ананасов               | jˈaɡodˈovoanˈanɐsˈof
ядрено-магнитен                | jˈadrˈenomˈaɡnitˈen
японо-български                | japˈonobɤɫɡˈarski
японско-американски            | jˈaponskˈoɐmerˈikɐnskˈi
японско-английски              | jˈaponskˈoˈanɡlijskˈi
японско-белгийски              | jˈaponskˈobˈeɫɡijskˈi
японско-български              | jˈaponskˈobɤɫɡˈarski
японско-китайски               | jˈaponskˈokˈitɐjskˈi
японско-малайски               | jˈaponskˈomˈaɫɐjskˈi
японско-съветски               | jˈaponskˈosˈɤvet͡skˈi
японско-френски                | jˈaponskˈofrˈenskˈi
японско-хавайски               | jˈaponskˈoxˈavɐjskˈi
